speaker_a,speaker_b,scenes_together,mean_sentiment,std_sentiment,total_interactions,sentiment_trend,seasons_together
Bob,Oscar,2,0.11435,0.19806000984550112,4,-1.0,2
Michael,Prince Grandmother,2,0.08563076923076923,0.34004605883641337,13,0.0,1
Pam,Professor,2,-0.047144444444444454,0.3757775704710644,9,0.0,1
Dwight,Prince Grandmother,2,-0.07151,0.34957536655204985,10,0.0,1
Andy,Dwight and Andy,2,0.1918875,0.28711507465430997,8,-1.0,2
Christian,Michael and Christian,2,0.16661111111111113,0.31889673509511035,9,0.0,1
DwightKSchrute,Jim,2,-0.0680375,0.3273050638834511,8,0.0,1
Dwight,DwightKSchrute,2,0.12638749999999999,0.41527239685988043,8,0.0,1
DunMiff/sys,DwightKSchrute,2,-0.1620857142857143,0.29446404305629786,7,0.0,1
Dwight,Dwight and Andy,2,0.10163636363636365,0.4298761180380972,11,1.0,2
Dwight and Erin,Erin,2,0.1802,0.3030847777437857,8,-0.9999999999999998,2
Albiny,Michael,2,0.17681818181818185,0.2163248223397643,11,0.0,1
Andy,Various,2,0.06606666666666666,0.353008089299822,9,1.0,2
Manager,Michael,2,0.199,0.40603254012007906,11,1.0,2
Josh,Karen,2,0.1117,0.28063840168444515,8,0.0,1
Elizabeth,Pam,2,0.15131250000000002,0.28886472369216354,8,0.9999999999999999,2
Pam,Pastor,2,0.1756111111111111,0.2741449675078435,9,0.0,1
Customer,Dwight,2,0.20036111111111113,0.26331007099549825,18,0.9999999999999998,2
Carla,Michael,2,0.17297142857142855,0.34228132976760944,21,0.0,1
Erin,Guy,2,0.164425,0.2144523359047413,8,0.0,1
Guy,Phyllis,2,0.16241666666666665,0.2132913376633524,6,0.0,1
Diane Kelly,Lester,2,0.10693333333333334,0.4081548573220164,15,0.0,1
Doug,Pam,2,0.06061666666666667,0.25099691509835115,12,0.0,1
Angela,Helene,2,0.08015,0.14083237376398935,8,0.9999999999999998,2
Jim,Meridith,2,0.01801818181818182,0.04937444716711116,11,0.0,1
Charles,Rolph,2,-0.05667142857142858,0.4169917529649913,7,0.0,1
Erin,Man,2,0.0037800000000000056,0.2725960263833646,5,-1.0,2
Michael,Robotic Voice,2,0.0997875,0.31736214502323684,8,0.0,1
Michael,Pam's mom,2,0.09773529411764706,0.3570767522390941,17,0.0,1
Angela,Rolph,2,0.07225000000000001,0.3317690122660644,8,0.0,1
Andy,Hank,2,0.19808888888888887,0.3634072079161778,9,0.0,1
Kevin,Man,2,0.12849999999999998,0.29475972135509515,12,0.0,1
Angela,Man,2,0.07136315789473682,0.30063536439825206,19,0.0,1
Daryl,Pam,2,0.10924999999999999,0.3133461484524742,16,0.0,1
Daryl,Stanley,2,-0.08589999999999999,0.256570997321729,12,0.0,1
Daryl,Oscar,2,0.06682857142857143,0.16716792424971721,14,0.0,1
Justine,Kevin,2,0.017709999999999997,0.20031502914159985,10,-0.9999999999999998,2
Darryl,Justine,2,0.07564444444444444,0.1444568686964391,9,-1.0,2
Kevin,Nate,2,0.17004444444444444,0.30590225058600046,9,0.9999999999999999,2
Nate,Phyllis,2,0.12558333333333335,0.21984472487543466,12,0.9999999999999999,2
Darryl,Karen,2,0.08978888888888889,0.3001524147808333,9,0.0,1
Nate,Oscar,2,0.15106363636363634,0.22625793516060488,11,1.0,2
Darrly,Pam,2,0.44032499999999997,0.28971555770272334,8,0.0,1
Isabel,Pam,2,0.22446153846153846,0.2861148761719039,13,0.0,1
Kenny,Kevin,2,0.2708888888888889,0.1964561553824525,9,0.0,1
Actor,Michael,2,0.05490769230769231,0.276087097354157,13,0.0,1
Roy,Warehouse guy,2,0.115375,0.21879699923673537,12,0.0,1
Michael,Warehouse guy,2,0.2887692307692308,0.3581374583218773,13,0.0,1
Darryl,Warehouse guy,2,0.11,0.45850323286259886,11,0.0,1
Andy,Rolph,2,0.033999999999999996,0.3377729414858449,7,0.0,1
Andy,Jada,2,0.1703777777777778,0.309802441629349,9,0.0,1
Jada,Oscar,2,0.383525,0.39809392343390526,4,0.0,1
Andy,DJ,2,0.08565555555555555,0.33040585181497656,9,0.0,1
Andy,Older Woman,2,0.4171125,0.5543265811719207,8,0.0,1
Michael,Sadiq (IT guy),2,0.12017,0.2141905275683311,10,0.0,1
Deangelo/Michael,Michael,2,0.138708,0.2253945587985655,25,0.0,1
Kevin,Lady,2,0.033575,0.4026093829114435,12,-0.9999999999999998,2
Alex,Jim,2,0.14349333333333333,0.2498018320366944,15,0.0,1
Angela,Nick,2,0.11037,0.4206986903949191,10,0.0,1
Holly,Todd,2,0.1786777777777778,0.2906677820230044,18,0.0,1
Kevin,Rolph,2,0.07468749999999999,0.3337926730678042,8,0.0,1
Kevin,Office,2,0.0193,0.03342858058607934,4,-0.9999999999999999,2
Business Student #1,Business Student #2,2,-0.05793333333333333,0.10812102272710684,6,0.0,1
Michael [on phone],Pam,2,-0.074,0.12817175976009693,4,0.0,1
Diane Kelly,Jan,2,0.21246666666666666,0.20206254807196047,9,0.0,1
Deangelo,Deangelo/Michael,2,0.041896,0.14507308359582077,25,0.0,1
Diane,Jan,2,0.21852857142857143,0.2966102768390378,7,0.0,1
Karen,Roy,2,0.17754285714285714,0.2908773273939321,14,0.0,1
Pam,Phone Salesman,2,0.20096666666666665,0.3214267872401981,15,0.0,1
Cindy,Michael,2,0.17951111111111112,0.37860163010873016,9,0.0,1
DeAngelo,Erin,2,0.2503388888888889,0.3903051415080953,18,0.0,1
Andy,Cindy,2,0.287325,0.30631840766594487,8,0.0,1
Andy,Andy & Erin,2,0.19156666666666666,0.4012116634507139,12,-0.9999999999999999,2
Darryl,DeAngelo,2,0.2862923076923077,0.3971989706035512,13,0.0,1
Deposition Reporter,Michael,2,-0.04459090909090909,0.0832276882964651,11,0.0,1
DeAngelo,Ryan,2,0.2816666666666667,0.24227948966247867,9,0.0,1
Deposition Reporter,Lester,2,0.187775,0.27869849636300514,12,0.0,1
Both,David,2,0.09720909090909093,0.49943997993124156,11,-0.9999999999999998,2
Kelly and Erin,Oscar,2,0.15876666666666664,0.26692141581788115,6,0.9999999999999999,2
Audience,Gabe,2,-0.010199999999999987,0.49100768222096075,5,0.9999999999999999,2
DeAngelo,Toby,2,0.04732499999999998,0.5947747530578278,4,0.0,1
Jordan,Pam,2,0.21120666666666665,0.21107238084494986,15,0.0,1
Alex,Pam,2,0.14584545454545456,0.26064153497105197,22,0.0,1
Deangelo,Jordan,2,0.21396086956521743,0.35884382304614676,23,0.0,1
Jim,Jordan,2,0.1402846153846154,0.1882378480954914,13,0.0,1
Hannah,Phyllis,2,-0.07626666666666666,0.17053745108398397,6,0.0,1
Andy,Client,2,0.11748,0.30958934187080794,20,0.9999999999999998,2
Kid,Michael,2,0.2760416666666667,0.3387225203081261,12,-0.9999999999999998,2
Ryan,Todd Packer,2,-0.025175000000000003,0.41755662116053194,4,1.0,2
Gil,Oscar,2,0.11325454545454545,0.2539912681521171,11,0.9999999999999999,2
Michael,O'Keefe,2,0.14134615384615384,0.39548126011303203,26,0.0,1
Michael,Pam and Jim,2,0.42891428571428575,0.38793267983199436,7,0.9999999999999998,2
Pam,Pam and Jim,2,0.18141111111111108,0.25746656501139215,9,-0.9999999999999999,2
Jim,Pam and Jim,2,0.1923375,0.2174413135624185,8,-0.9999999999999999,2
Darryl,Madge,2,-0.08038000000000001,0.352199369107896,10,0.9999999999999998,2
Bob,David,2,0.09674285714285714,0.24879303709332878,14,0.0,1
Dwight,Elizabeth,2,0.2498363636363636,0.28031040999294554,11,0.0,1
"Andy, Creed, Kevin, Kelly",Michael,2,-0.11065454545454546,0.46437748039447463,11,0.0,1
Everyone,Robert,2,0.06651111111111112,0.3136743160400766,9,0.0,1
Pam,Tattoo Artist,2,0.18248461538461538,0.23457592455044962,13,0.0,1
Andy,Tattoo Artist,2,0.19142,0.3423147366581424,15,0.0,1
"Andy, Creed, Kevin, Kelly",Darryl,2,-0.05128666666666666,0.35492184278921024,15,0.0,1
Group,Ryan,2,-0.22154999999999997,0.2293008558640809,4,0.0,1
Jim,Waiter,2,0.16688333333333336,0.24279747676247013,6,0.9999999999999999,2
Robert,Waiter,2,0.12265833333333333,0.31434741783132597,12,0.0,1
Bartender,Jim,2,0.028927272727272725,0.09147606831505257,11,-1.0,2
Andy,Female Applicant,2,0.2506,0.24793265214569862,14,0.0,1
Darryl,Male Applicant 1,2,0.0972857142857143,0.290968039131308,14,0.0,1
Eric,Pam,2,0.1815,0.2636224004139254,6,0.0,1
Meredith,Walter Jr,2,0.20166,0.47564405010469757,5,0.0,1
Andy,Walter Jr,2,0.2497526315789474,0.35140471998810274,19,0.0,1
David,Toby,2,0.17539999999999997,0.35074156796707173,8,-0.9999999999999998,2
Andy,Ellen,2,0.24274285714285715,0.324668920845937,7,0.0,1
Helene,Kevin,2,-0.012728571428571438,0.24992584451213132,7,-1.0,2
Jim and Pam,Phyllis,2,0.379,0.26951050999914644,4,1.0,2
Robert,Walter,2,0.27291111111111116,0.2819036121499862,18,0.0,1
Jim and Pam,Kevin,2,0.2630625,0.23072654234775417,8,1.0,2
Martin,Meredith,2,0.25973333333333337,0.2551235299919542,9,0.0,1
Student 1,Student 2,2,0.0,0.0,8,0.0,1
Concierge Marie,Michael,2,0.02352857142857143,0.28776649122055153,7,0.0,1
Ira,Michael,2,0.0804125,0.33190666272374925,24,0.0,1
Bert,Jim,2,0.22258461538461535,0.34458388918576927,13,0.0,1
Dwight,Old Man,2,0.174875,0.3356104515779169,12,0.0,1
Cathy,Creed,2,0.04526,0.09052,5,0.0,1
Archivist,Oscar,2,0.14037142857142856,0.28864927167899856,7,0.0,1
Kelly and Erin,Pam,2,0.2326777777777778,0.2886403559132514,9,-0.9999999999999999,2
Ryan,Susan,2,0.3246166666666666,0.2511143259995777,6,0.0,1
Archivist,Dwight,2,0.12041428571428571,0.24455389373055483,7,0.0,1
Kevin,Susan,2,0.29562,0.37717691551843413,5,0.0,1
Oscar,Susan,2,0.06413076923076923,0.17612227127160787,13,0.0,1
Karen,Rolando,2,0.11383000000000001,0.17706470032166205,10,-0.9999999999999999,2
Business Student #2,Michael,2,0.019133333333333325,0.39815559632998865,12,0.0,1
Cathy,Stanley,2,-0.010159999999999999,0.06607225136167225,5,0.0,1
Jim,Julie,2,0.1718375,0.17576073180249904,8,0.0,1
Jessica,Kelly,2,0.04080000000000001,0.4243795313945604,6,0.0,1
Carol,Jim,2,0.07952000000000001,0.19890135645590756,20,1.0,2
Andy & Erin,Dwight,2,0.31542857142857145,0.3147317348122988,7,-1.0,2
Pam,Secretary,2,0.3316875,0.2591316867805827,8,-1.0,2
Oscar,Oscar's friend,2,0.09147999999999999,0.18295999999999996,5,0.0,1
Darryl,Host,2,0.21866666666666665,0.29726739459430945,12,0.0,1
Host,Kelly,2,0.22298181818181817,0.3184536010678131,11,0.0,1
Host,Jim,2,0.1588384615384615,0.3585762520311545,13,0.0,1
Host,Ryan,2,0.17034666666666667,0.275497324528247,15,0.0,1
Andy & Michael,Dwight,2,0.20905000000000004,0.2686237501909812,12,-1.0,2
Erin,Host,2,0.06616923076923076,0.181905014878287,13,0.0,1
Host,Phyllis,2,0.3486833333333334,0.3242591885959269,6,0.0,1
Cathy,Kevin,2,0.016649999999999998,0.3559935778915119,4,0.0,1
Blood Girl,Michael,2,0.06777894736842105,0.3009673685388629,38,0.0,1
Andy,Walt Jr.,2,0.05795454545454545,0.29552911366698437,11,0.0,1
Andy,Andy & Michael,2,0.14009999999999997,0.2662052240909884,15,-1.0,2
Jan,Man,2,0.21997999999999998,0.16613892259190802,5,0.9999999999999998,2
Host,Stanley,2,0.22427142857142854,0.30588053090001244,7,0.0,1
Kevin,Oscar's friend,2,0.12755,0.20145452547245826,6,0.0,1
David,Karen,2,0.024790909090909096,0.4210225656974294,11,0.0,1
Ben Franklin,Karen,2,0.27226666666666666,0.22812505342465128,9,0.0,1
Darryl,Hide,2,0.0031600000000000183,0.47065900862514043,10,0.9999999999999999,2
Host,Oscar,2,0.1842,0.31968446109666737,15,0.0,1
Angela,Cathy,2,0.1842,0.1970767261753655,5,0.0,1
Blood Drive Worker,Blood Girl,2,-0.014571428571428569,0.2927090756932509,21,0.0,1
Angela,Woman,2,0.07998000000000001,0.37558550238261323,5,0.0,1
Kevin,Stonewall Host,2,0.12362,0.5166376153552895,5,0.0,1
Andy,Oscar's friend,2,0.17515999999999998,0.21488052122051451,5,0.0,1
Dwight,Tony,2,0.019766666666666672,0.28098363485362554,24,0.0,1
Meredith,Val,2,0.1348,0.3899597457858097,6,1.0,2
Jim,Woman,2,0.010592857142857142,0.13382546450126595,14,-1.0,2
Darryl,Jessica,2,0.07295555555555557,0.23434750128393664,9,0.0,1
Erin,Val,2,0.00848888888888888,0.21918049611346171,9,0.0,1
Jessica,Val,2,0.034644444444444436,0.330546430126141,9,0.0,1
Martin,Stanley,2,0.08256,0.14074603511289402,5,0.0,1
Erin,Nick,2,0.19112,0.2848652972897892,5,0.0,1
Dwight,Martin,2,-0.21134000000000003,0.44423889789166365,5,0.0,1
Kevin,Senator Lipton,2,0.19338,0.3346547199726907,10,0.0,1
Hannah,Martin,2,-0.0231,0.2664733682753307,5,0.0,1
Hostess,Michael,2,0.06266666666666666,0.32708121655365996,12,0.9999999999999998,2
Cece,Phyllis,2,0.04019,0.12057,10,0.0,1
Jan,Lester,2,0.1885294117647059,0.3364620418495024,17,0.0,1
Dwight,Hide,2,0.19507777777777777,0.2652746491962111,9,-1.0,2
Dwight,Realtor,2,0.19020000000000004,0.2638536210350984,9,0.0,1
Kelly,Micheal,2,0.013120000000000001,0.12167517248806348,10,0.9999999999999998,2
Jo,Toby,2,0.1183357142857143,0.3190349255559488,14,-1.0,2
Andy,Micheal,2,-0.08915000000000001,0.33948017615171583,8,1.0,2
Jo,Phyllis,2,0.31445833333333334,0.34321593897120933,12,-0.9999999999999998,2
Andy,Customer,2,0.23606,0.31593297559239786,15,-1.0,2
Michael,Reporter,2,-0.018088888888888894,0.2698085553558483,9,0.9999999999999998,2
Michael,Michael & Dwight,2,0.04328,0.29787091768079677,10,1.0,2
Gabe,Packer,2,-0.05375714285714286,0.3007609057856084,7,0.0,1
Dwight,Michael & Dwight,2,0.21845,0.2841313179382613,12,-1.0,2
Packer,Stanley,2,0.20155,0.3178061870071129,6,0.0,1
Cathy,Todd Packer,2,-0.13805,0.43464356949114064,6,0.0,1
Creed,Hannah,2,0.0,0.0,5,0.0,1
Brandon,Kelly,2,-0.019172727272727272,0.3014564617769993,11,0.0,1
Everyone,Val,2,-0.18561666666666665,0.2720814119380856,6,0.0,1
Brandon,Kevin,2,0.16266666666666665,0.2487096276562065,12,0.0,1
Brandon,Phyllis,2,0.2017181818181818,0.27407228581387005,11,0.0,1
Brandon,Everyone,2,0.21335454545454544,0.26229034697392595,11,0.0,1
Andy,Shane,2,0.23118461538461538,0.36808774736917504,26,0.0,1
Andy,Brandon,2,0.14727222222222222,0.26644410880573804,18,0.0,1
Andy & Michael,Michael,2,0.13315789473684211,0.4128335707939887,19,-1.0,2
Michael,Shane,2,0.1586888888888889,0.2165511150562351,18,0.0,1
Oscar,Val,2,-0.0667,0.3340549869193907,7,0.0,1
Blogger,Dwight,2,0.26984285714285716,0.36339380392997056,7,0.0,1
Others,Pam,2,0.110525,0.12257457678898998,4,0.0,1
Andy,Others,2,0.1995416666666667,0.3033491400414527,12,0.0,1
Keena Gifford,Pam,2,0.41866875000000003,0.20368333792541182,16,0.0,1
CPR Trainer,Stanley,2,0.04134444444444444,0.30547403276114654,9,0.0,1
Crowd,Michael,2,0.3907857142857143,0.40399307076296465,7,0.0,1
CPR Trainer,Dwight,2,0.018181818181818167,0.3773348086928102,11,0.0,1
Everybody,Ryan,2,0.10953333333333333,0.15604280039641547,6,1.0,2
Jim,Lonny,2,0.008289999999999997,0.2387265525659012,10,1.0,2
Michael,Warehouse worker,2,0.21783333333333332,0.27865835214868806,12,0.0,1
Dwight,Warehouse worker,2,0.14425714285714283,0.17124634600600436,7,0.0,1
Diane,Lester,2,0.14990869565217393,0.3133694484609715,23,0.0,1
Michael,Warehouse Guy,2,0.3319642857142857,0.3002579881348297,14,-1.0,2
Ben Franklin,Dwight,2,0.10429090909090909,0.2238293930431896,11,0.0,1
Kelly,Luke,2,-0.056633333333333334,0.3317719079260462,12,0.0,1
Magician,Robert,2,0.14042352941176472,0.3771434046641422,17,0.0,1
Magician,Nellie,2,0.10335833333333333,0.35249849989830534,12,0.0,1
Andy,Kenny,2,0.09329,0.3822267859530517,20,0.0,1
Erin,Kenny,2,-0.0818625,0.25106144137192793,8,0.0,1
Jessica,Kenny,2,0.03604000000000001,0.3114972676177647,15,0.0,1
Erin,Megan,2,-0.0689,0.2805261782199064,12,0.0,1
Jessica,Megan,2,-0.07533333333333332,0.279756481406399,12,0.0,1
Andy,Megan,2,0.1297,0.3799324597872627,20,0.0,1
Lauren,Megan,2,-0.06558333333333333,0.35068934456137796,12,0.0,1
Magician,Pam,2,-0.02664166666666667,0.267447413704493,12,0.0,1
Jim,Magician,2,-0.011512500000000009,0.3116738657535309,16,0.0,1
CPR Trainer,Michael,2,0.08215416666666667,0.3363781403658273,24,0.0,1
Andy,Mr. Ramish,2,0.15987142857142858,0.2647470043768779,14,0.0,1
CPR Trainer,Phyllis,2,0.003333333333333336,0.2028202049983077,6,0.0,1
Harry,Toby,2,0.15219,0.2911508833920996,10,0.0,1
Andy,Harry,2,0.018200000000000004,0.2516267738801523,15,0.0,1
Andy,Vet,2,0.22966875,0.4764334498630816,16,0.0,1
CPR Trainer,Kevin,2,0.022483333333333338,0.1725515035833907,6,0.0,1
Andy,Keena Gifford,2,0.39615263157894737,0.331637721440955,19,0.0,1
Jim,Luke,2,-0.05371666666666666,0.2692544330595547,12,0.0,1
Lester,Man,2,0.1827692307692308,0.33338865373295146,13,0.0,1
Nick,Oscar,2,0.04605714285714286,0.4055916801666526,7,0.0,1
Co-Worker 3,Michael,2,0.1792,0.374928614872218,16,0.0,1
Everybody,Kevin,2,0.117975,0.12538381823425224,4,-1.0,2
David,Holly,2,0.10241250000000002,0.4000641540350122,16,0.0,1
Everybody,Jim,2,0.20928571428571427,0.19313632808068448,7,0.9999999999999999,2
Everybody,Stanley,2,0.13178333333333334,0.2296534956310388,6,1.0,2
Lonny,Ryan,2,0.0949153846153846,0.2749566283173062,13,-0.9999999999999998,2
Luke,Meredith,2,-0.022739999999999996,0.25998828383858635,15,0.0,1
Dana,Michael,2,0.2700739130434783,0.3222728633470486,23,0.0,1
Kenny,Woman,2,-0.07276666666666667,0.23809700170775402,9,-1.0,2
Dana,Jim,2,0.29308235294117646,0.29721152545796725,17,0.0,1
Co-Worker 2,Michael,2,0.15789375000000003,0.3575990343050964,16,0.0,1
Michael,Michael & Holly,2,0.33116923076923077,0.3524519200917075,13,0.0,1
Dwight,Mr. Brown,2,0.23930322580645164,0.42377552372184407,31,0.0,1
Kevin,Mr. Brown,2,0.11747500000000002,0.48841663503099486,8,0.0,1
Luke,Oscar,2,0.09117499999999999,0.33310693759662224,8,0.0,1
Darryl,Group,2,-0.22075999999999998,0.4909253531851863,5,0.0,1
Andy,Broccoli Rob,2,0.1806333333333334,0.38372455067880507,21,0.0,1
Co-Worker 2,Co-Worker 3,2,0.15548333333333333,0.24090357972064722,6,0.0,1
Both,Kevin,2,0.22324000000000002,0.28073179798519443,5,0.9999999999999999,2
Andy,HCT,2,0.022958333333333334,0.3933866576671806,12,0.0,1
Andy,HCT Member #3,2,0.0463388888888889,0.3335846621488879,18,0.0,1
HCT,HCT Member #3,2,0.12810000000000002,0.16587385568557814,10,0.0,1
Molly,Pam,2,0.18891875,0.26065223051690445,16,0.0,1
Business partner,Jim,2,0.1232,0.23892154433584697,23,0.0,1
Erin,Walt Jr.,2,0.121,0.22252287843853594,7,0.0,1
Andy,Boat Guy,2,0.08876666666666666,0.26692951931704423,33,0.0,1
Boat Guy,Erin,2,0.07633636363636363,0.24190738187363917,22,0.0,1
Angela,Both,2,0.09147999999999999,0.18295999999999996,5,1.0,2
Both,Meredith,2,0.16246,0.32492,5,1.0,2
Kevin,Luke,2,-0.031474999999999996,0.31266927182194715,12,0.0,1
Andy,Luke,2,-0.06360833333333332,0.2544768406565822,12,0.0,1
Erin,Helene,2,0.2814625,0.25545335160015026,8,0.0,1
Dwight,Molly,2,0.27396666666666664,0.3197126035815431,12,0.0,1
Dwight,Salesman,2,0.0735,0.34389082337276755,25,1.0,2
Michael,Tom,2,0.24995238095238093,0.46764847463416837,21,0.0,1
Micheal,Ryan,2,0.2252833333333333,0.2948936583282561,12,1.0,2
Jim,Julius,2,0.2546736842105264,0.2202503834565161,19,0.0,1
Athlead Employee,Female Athlead Employee,2,0.4219428571428572,0.37118265760420766,7,0.0,1
Darryl,Female Athlead Employee,2,0.4543142857142857,0.40476886324550854,7,0.0,1
Michael,Sweeney Todd,2,0.2549136363636364,0.3241124346096506,22,0.0,1
Dwight,Michael ,2,0.07972142857142857,0.39035998254097176,14,1.0,2
Suit Store Father,Suit Store Son,2,0.10199230769230769,0.22299167787692634,13,0.0,1
Athlead Employee,Pam,2,0.1701875,0.35464153887235206,8,0.0,1
Micheal,Stanley,2,-0.03558,0.07116,5,0.9999999999999999,2
Michael,Shelby,2,0.2609470588235294,0.1887928560389653,17,0.0,1
Jim,Rolf,2,0.14225384615384615,0.37786175252818144,13,0.0,1
Bob,Kelly,2,0.19555,0.25588678323300196,6,0.0,1
Carroll,Dwight,2,0.11216875,0.3055164965242262,16,0.0,1
Brian,Meredith,2,0.14298125,0.22257536425543034,16,0.0,1
Bartender,Michael,2,-0.03514375,0.36691696262361256,16,0.0,1
Dwight,Melvina,2,0.1313125,0.23565382151314668,8,0.0,1
Michael,Secretary,2,0.0917,0.40748885513449756,17,0.0,1
Melvina,Zeke,2,0.38156666666666667,0.3005907442945567,6,0.0,1
Frank,Nellie,2,0.197175,0.18025594130291517,8,0.0,1
Trevor,Wolf,2,0.0442875,0.2977460303576691,8,0.0,1
Kevin,Senator,2,0.6575857142857142,0.26101195609490724,7,0.0,1
Bartender,Dwight,2,0.004224999999999993,0.22192312999099487,16,0.0,1
Carroll,Michael,2,0.17882758620689654,0.3250626994125072,29,0.0,1
Alice,Erin,2,0.037562500000000006,0.29184002119097713,32,0.0,1
Erin,Jim and Pam,2,0.06854,0.17820616824341406,5,0.0,1
Gabe,Pete,2,0.15078214285714284,0.25858072247997393,28,0.0,1
Alice,Gabe,2,0.10814193548387095,0.3456881876491079,31,0.0,1
Andy,Jim and Pam,2,0.23693846153846154,0.2813056086248317,13,0.0,1
Michae,Michael,2,0.19471,0.24103380447563783,10,0.0,1
Michael,Voice on CD player,2,-0.19720000000000001,0.2972974324364967,6,0.0,1
Jeb,Zeke,2,0.22863846153846154,0.3342009334297638,13,0.0,1
Clark,Todd Packer,2,0.2569181818181818,0.32736538057145603,11,0.0,1
Jan,Michae,2,0.05962857142857144,0.2058899686329411,14,0.0,1
Jeb,Oscar,2,0.14650769230769234,0.3437607519136136,13,0.0,1
Danny,Oscar,2,0.2027,0.2990088920082478,8,0.0,1
Alice,Andy,2,0.07488181818181817,0.40379338397520675,22,0.0,1
Meredith,Micheal,2,0.15818333333333334,0.36906921851538305,12,0.0,1
Creed,Nick,2,0.20757000000000003,0.46698690356368666,10,0.0,1
Fannie,Zeke,2,-0.022825,0.27326195040961454,12,0.0,1
Kelly's Father,Kelly's Mom,2,0.1681,0.17696223702624617,6,0.0,1
Phyllis,Todd Packer,2,0.22148666666666667,0.3041783092566303,15,1.0,2
AJ,Kevin,2,0.23722142857142856,0.30410373037259936,14,0.9999999999999999,2
Cameron,Dwight,2,0.007411764705882353,0.2631060955368585,17,0.0,1
Clark,Ruger Sister 1,2,0.23032,0.28378738097385514,5,0.0,1
Clark,Mr. Ruger,2,0.11176428571428572,0.17758882528849315,14,0.0,1
Lester,Toby,2,0.28076666666666666,0.28011771731819385,6,0.0,1
Diane Kelly,Man,2,0.18764166666666668,0.19148084089682588,12,0.0,1
Danny,Pam,2,0.20028823529411763,0.325918916084341,17,0.0,1
Danny,Kevin,2,0.07947777777777779,0.3031856500480551,18,0.0,1
Danny,Todd Packer,2,0.15783,0.2691053438711316,10,0.0,1
Angela,Doug,2,0.022766666666666668,0.07550849106042459,12,0.0,1
Bill,Carol,2,0.32522,0.3132446353890199,5,0.0,1
Carla Fern,Darryl,2,0.04933333333333333,0.11031268688998963,6,0.0,1
Doug,Jim,2,0.08771052631578946,0.2835560798422641,19,0.0,1
Dwight,Sensei,2,0.25788095238095243,0.28537014997075477,21,0.0,1
Carla Fern,Director,2,-0.0588,0.3138275768634745,5,0.0,1
Carla Fern,Producer,2,0.20456666666666667,0.16326829317278832,6,0.0,1
Lady,Michael,2,0.049175,0.3015575957286878,12,0.0,1
Angela & Oscar,Kevin,2,-0.02596363636363637,0.1260161048346042,11,0.0,1
Alan,Dwight,2,0.4740285714285714,0.2521713176976869,7,0.0,1
Andy,Check-in guy,2,0.13547857142857142,0.2598170322652117,14,0.0,1
Dwight,Phillip,2,-0.008500000000000016,0.36092783212160295,7,0.0,1
Malcolm,Phyllis,2,0.10285555555555556,0.4244120406478986,9,0.0,1
Erin,Rachel,2,0.09765,0.21835203800285444,6,0.0,1
Phyllis,Rachel,2,0.20235,0.22742800142755798,6,0.0,1
Bill,Dwight,2,0.25298,0.3373400088931048,5,0.0,1
Meredith,Rachel,2,0.25583999999999996,0.3842777984739686,10,0.0,1
Male church member,Michael,2,0.26535000000000003,0.20705950231757056,8,0.0,1
Ed,Erin,2,0.3668,0.25163695078425985,8,0.0,1
Dwight,Everybody,2,0.17190000000000003,0.20971727396664303,12,1.0,2
Brenda,Meredith,1,0.21593333333333334,0.30537584856843036,3,0.0,1
Elizabeth,Jan,1,0.18418,0.24839671817477782,5,0.0,1
Darryl,Jan,1,0.22797499999999998,0.24227010107522554,4,0.0,1
Dwight,Intern,1,0.07212222222222223,0.1783301917341834,9,0.0,1
Intern,Meredith,1,0.09271111111111112,0.22980958999641637,9,0.0,1
IT Tech Guy,Kelly,1,0.255,0.36062445840513924,3,0.0,1
IT Tech Guy,Michael,1,0.21664,0.3006033240002512,5,0.0,1
Nurse,Phyllis,1,-0.26353333333333334,0.3726924141373896,3,0.0,1
Kelly,Nurse,1,-0.15293333333333334,0.21628039413892533,3,0.0,1
Creed,Nurse,1,0.1543,0.26725543960787773,4,0.0,1
Nurse,Stanley,1,0.0,0.0,3,0.0,1
Michael,Pediatrician,1,0.21663333333333337,0.44290545517324825,3,0.0,1
Andy,Nurse,1,0.20995,0.20995,2,0.0,1
Nurse,Oscar,1,0.1591,0.1591,2,0.0,1
Kevin,Someone,1,-0.12055,0.12055,2,0.0,1
Phyllis,Someone,1,-0.12055,0.12055,2,0.0,1
Pam,Someone,1,-0.12055,0.12055,2,0.0,1
Andy,Someone,1,-0.12055,0.12055,2,0.0,1
Jim,Someone,1,-0.3215,0.08039999999999999,2,0.0,1
Oscar,Someone,1,-0.26855,0.02744999999999999,2,0.0,1
Creed,Waitress,1,0.1468,0.20760655095637034,3,0.0,1
Stanley,Waitress,1,0.0,0.0,3,0.0,1
Oscar,Waitress,1,0.0,0.0,2,0.0,1
Darryl,Elizabeth,1,0.36656,0.22313872456389097,5,0.0,1
Dwight,Larry Myers,1,0.28345000000000004,0.32251132770803576,10,0.0,1
Larry Myers,Michael,1,0.32876923076923076,0.3027903346303546,13,0.0,1
Amy,Jim,1,0.39521999999999996,0.20580528078744725,5,0.0,1
Amy,Pam,1,0.2470333333333333,0.3809106879863339,6,0.0,1
Amy,Toby,1,0.3623666666666667,0.28211954518922966,9,0.0,1
Dwight,Robert Dunder,1,0.33240000000000003,0.26044331436994117,3,0.0,1
